data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5123484,356,IND49123,49123,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TMC: Trinamool Congress Party",5,"Civilians (India)","BJP: Bharatiya Janata Party",7,57,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Times of India",National,"On April 3, a BJP candidate was barricaded and assaulted by TMC workers in Ward 18 in Kolkata city (Kolkata, West Bengal), when he was campaigning for the upcoming Parliamentary elections. [size=no report]",0,1554814195,IND
5123598,524,NEP5054,5054,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Nepal)",,5,"Civilians (Nepal)","Labour Group (Nepal)",7,57,"Southern Asia",Nepal,Central,Bagmati,Bhaktapur,Lokanthali,27.6741,85.3588,1,"Nepal Monitor",National,"On April 03, a group assaulted a microbus helper in Lokanthali locality (Bhaktapur district, Bagmati), over a dispute related to transportation fare. Police arrested three persons in connection with the incident. [size=3]",0,1554814195,NPL
5123599,524,NEP5055,5055,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Nepal)",,5,,,0,50,"Southern Asia",Nepal,East,Sagarmatha,Siraha,Karjanha,26.8528,86.1982,1,"Blast Khabar",Subnational,"On April 03, an unidentified group torched a motorcycle parked at Karjanha Municipality (Siraha district, Sagarmatha). Police are further investigating the incident. [size=no report]",0,1554814195,NPL
5123685,586,PAK48593,48593,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Pakistan)",,5,"Civilians (Pakistan)","Government of Pakistan (2018-)",7,57,"Southern Asia",Pakistan,"Federal Capital Territory",Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,"Dawn (Pakistan)",National,"On April 3, locals resisted and injured two staff members belonging to Capital Development Authority (CDA) during their operation to seal buildings over non-conforming use in G-6 locality of Islamabad city (Islamabad, Federal Capital Territory). [size=no report]",0,1554814196,PAK
5123686,586,PAK48594,48594,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl",5,"Rioters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl",5,55,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Lakki Marwat",32.5992,70.8511,1,"Dawn (Pakistan)",National,"On April 3, two groups of JUI-F workers clashed with each other using batons during an intra-party election meeting in Lakki Marwat city (Lakki Marwat, KP) resulting in injuries to a senior party leader. [size=no report]",0,1554814196,PAK
5119488,108,BUR8722,8722,"02 April 2019",2019,2,Riots,"Mob violence","Rioters (Burundi)","Vigilante Group (Burundi)",5,"Police Forces of Burundi (2005-)",,1,15,"Eastern Africa",Burundi,Kirundo,Vumbi,Vumbi,Vumbi,-2.6988,30.1036,1,"SOS Medias; Radio Publique Africaine",National,"02 April 2019 (on or around). An angry mob tried to attack a man accused of witchcraft in Vumbi, Kirundo. Police forces intervened and the mob attempted to steal their weapons. The police responded by firing their weapons, killing two people. [size=no report]",2,1554749632,BDI
5119494,120,CAO2158,2158,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (Cameroon)","Vigilante Group (Cameroon)",5,"Civilians (Central African Republic)",,7,57,"Middle Africa",Cameroon,Nord,Benoue,Bardanke,Garoua,9.3218,13.3954,1,"Radio Ndeke Luka",Regional,"02 April. Two Central African nationals attempt to steal motorcycles by attacking the moto drivers in Garoua of Bardanke. Riots erupt following the attempted theft, burning one of the thieves to death. [size=no report]",1,1554749632,CMR
5120637,196,CYP140,140,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (Greece)",,5,"Civilians (Cyprus)","ELAM: National Peoples Front",7,57,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 2 April, the ultra-nationalist political party National People's Front (ELAM) reported that their offices in Nicosia were attacked by an unidentified group of people , who wrote slogans on the walls and caused material damages. [size=no report]",0,1554758418,CYP
5119589,288,GHA755,755,"02 April 2019",2019,2,Riots,"Mob violence","Rioters (Ghana)","NPP: New Patriotic Party",5,"Rioters (Ghana)","NPP: New Patriotic Party",5,55,"Western Africa",Ghana,Ashanti,"Sekyere East",,Effiduase,6.8468,-1.3961,1,"Citi News",National,"02 April (or around). Two rivaling factions of the NPP engaged in a street-fight over internal disagreements at the party's office in Effiduase-Asokore. Police intervened and arrested four people [size=no report]",0,1554749632,GHA
5119911,710,SAF10898,10898,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (South Africa)","Taxi Drivers (South Africa)",5,"Civilians (South Africa)","Government of South Africa (1994-)",7,57,"Southern Africa","South Africa",North-West,"Bojanala Platinum",Madibeng,Brits,-25.6347,27.7802,1,"Kormorant (South Africa)",Subnational,"02 April. Alleged taxi drivers burnt down the house of a former Madibeng Mayor in Brits. 8 arrested [size=8].",0,1554749634,ZAF
5120075,716,ZIM6265,6265,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (Zimbabwe)","MDC: Movement for Democratic Change",5,"Rioters (Zimbabwe)","MDC: Movement for Democratic Change",5,55,"Southern Africa",Zimbabwe,"Mashonaland East",Marondera,"Marondera Municipality",Marondera,-18.1833,31.55,1,"New Zimbabwe",National,"On April 2nd, rival MDC factions fought in Marondera Central over elections [size=no report].",0,1554749635,ZWE
5121257,275,PSE5200,5200,"02 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank","Al Quds",,Qalandia,31.8667,35.2167,1,"Daily News (Egypt); Jordan News Agency; MENA",Regional,"On April 2 2019, a Palestinian was shot and killed by Israeli live fire and three others were injured in the Qalandiya Refugee Camp, north of the occupied city of Jerusalem during violent clashes. The clashes broke out during an Israeli raid of the camp. Israeli forces fired live ammunition, rubber-coated steel bullets, tear-gas canisters, and sound grenades towards Palestinian youths and their houses. [size=no report]",1,1554760628,PSE
5121260,275,PSE5203,5203,"02 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,Baytunya,31.8966,35.1705,1,"Ma'an News Agency",National,"On April 2 2019, clashes broke out between Palestinians and Israeli forces in Baytuniya city west of Ramallah during an arrest raid carried out by Israeli forces to detain a Hamas leader. Israeli forces fired live bullets, rubber-coated steel bullets, tear-gas canisters as well as stun grenades at Palestinians who in turn threw rocks at Israeli soldiers. No injuries were reported. [size=no report]",0,1554760628,PSE
5121263,275,PSE5206,5206,"02 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,Qalandia,31.8667,35.2167,1,"Palestine News and Information Agency; Ma'an News Agency",National,"On April 2 2019, clashes broke out between Palestinians and Israeli forces at the Qalandia checkpoint between Jerusalem and Ramallah after the funeral of a Palestinian killed in Qalandia earlier that day. Palestinians threw rocks at Israeli soldiers, who in turn fired teargas, stun grenades and rubber-coated metal rounds at Palestinians. Two Palestinian minors were injured by rubber bullets. [size=no report]",0,1554760628,PSE
5121264,275,PSE5207,5207,"02 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Kafr Aqab",31.8796,35.2205,1,"Press TV; AFP",Regional-International,"On April 2 2019, clashes broke out between Palestinians and Israeli forces in Kafr Aqab during an Israeli military operation. Palestinians threw rocks and crude explosives at Israeli soldiers, who responded by opening fire at Palestinians. One Palestinian was reportedly injured. [size=no report]",0,1554760628,PSE
5123194,356,IND49053,49053,"02 April 2019",2019,2,Riots,"Mob violence","Rioters (India)","INC: Indian National Congress",5,"Civilians (India)","INC: Indian National Congress",7,57,"Southern Asia",India,"Uttar Pradesh",Gorakhpur,Gorakhpur,Gorakhpur,26.7662,83.3688,1,"Hindustan Times (India)",National,"Between 27 March and 2 April, supporters of an INC leader threw stones and eggs at the car of a Congress candidate in Gorakhpur city (Uttar Pradesh) after that leader was earlier denied a ticket in the upcoming elections. The car was damaged but no injuries were reported. [size=no report]",0,1554814195,IND
5123232,50,BGD14829,14829,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Students (Bangladesh)",5,"Civilians (Bangladesh)",,7,57,"Southern Asia",Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,"Daily Star (Bangladesh)",National,"On Apr 2, rioting BCL activists assaulted Ducsu VP Nurul Haq Nur and kept him confined in a room of Dhaka University (Shahbagh) for at least one and a half hours. Nur came under the assault when he went there to submit a memorandum objecting the attack on a resident student by some BCL men earlier. [size=no report]",0,1554814195,BGD
5123287,356,IND49064,49064,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Jammu,Jammu,Nagrota,32.8011,74.9132,2,"State Times (India)",Subnational,"On 2 Apr, a youth was arrested after clashing with traffic police near the Nagrota toll (Jammu, J&K), as police blocked traffic in the Kashmir direction. [size=one]",0,1554814195,IND
5123337,356,IND49083,49083,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TMC: Trinamool Congress Party",5,"Civilians (India)","BJP: Bharatiya Janata Party",7,57,"Southern Asia",India,"West Bengal",Bankura,Khatra,Khatra,22.9762,86.8546,1,"Telegraph (India)",National,"On April 2, a dozen BJP workers heading to the Prime Minister's rally in Kolkata were assaulted by suspected Trinamul workers in Kathra city (Bankura, West Bengal). The TMC men vandalized two buses carrying BJP workers and also beat them up with rods and sticks. Trinamul has denied the charges. [size=no report]",0,1554814195,IND
5123340,356,IND49085,49085,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TMC: Trinamool Congress Party",5,"Civilians (India)","CPI(M): Communist Party of India (Marxist)",7,57,"Southern Asia",India,"West Bengal","Paschim Bardhaman",Kanksa,Bamunara,23.4974,87.3665,1,"Telegraph (India)",National,"On April 2, suspected Trinamul workers beat up CPM workers in Bamunara city (Paschim Bardhaman, West Bengal), when they went to reopen a closed party office in the area. The attack occurred ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5123341,356,IND49088,49088,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)","Health Workers (India)",7,57,"Southern Asia",India,"West Bengal",Nadia,Ranaghat,Ranaghat,23.1742,88.568,1,"Telegraph (India)",National,"On April 2, a paediatrician was beaten up in Ranaghat city (Nadia, West Bengal), by a group of mostly women who accused him of wrong treatment that led to the death of a five-month-old. [size=no report]",0,1554814195,IND
5123406,356,IND49046,49046,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Muslim Group (India)",7,57,"Southern Asia",India,Punjab,Fazilka,Abohar,Abohar,30.1569,74.2003,1,"Chandigarh Tribune",Subnational,"On 2 April, a group of unidentified persons believed to be addicts, set religious pictures and other items at a dargah (tomb or shrine of a Muslim saint) on fire in the PSPCL complex in Abohar locality (Fazilka, Punjab). [size=no report]",0,1554814195,IND
5123565,356,IND49082,49082,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Rioters (India)","BJP: Bharatiya Janata Party",5,55,"Southern Asia",India,Tripura,Dhalai,Kamalpur,Kamalpur,24.1969,91.8334,2,"United News of India",National,"On April 2, at least one person was injured in a series of clashes in Kamalpur panchayat area (Dhalai, Tripura). The clashes started when a BJP leader tried to forcibly collect subscription money from a contractor, on April 1. The next day, both groups vandalized houses and assaulted each other. [size=no report]",0,1554814195,IND
5123596,524,NEP5052,5052,"02 April 2019",2019,1,Riots,"Mob violence","Rioters (Nepal)",,5,"Civilians (Nepal)","Government of Nepal (2015-)",7,57,"Southern Asia",Nepal,Far-Western,Mahakali,Baitadi,Pancheswor,29.4285,80.2763,1,"Nepal Monitor",National,"On April 02, the chairperson of Pancheshwor Rural Municipality was assaulted by a group in Pancheswor locality (Baitadi district, Mahakali). Four people were arrested in connection with the incident. [size=4]",0,1554814195,NPL
5119501,140,CEN4565,4565,"01 April 2019",2019,1,Riots,"Mob violence","Rioters (Central African Republic)","Prisoners (Central African Republic)",5,"Police Forces of Central African Republic (2016-) Prison Guards",,1,15,"Middle Africa","Central African Republic",Bangui,Bangui,"Arrondissement 1",Bangui,4.362,18.5866,1,"Corbeau News",National,"01 April 2019. Prisoners tried to escape breaking their cells' doors in a prison in Bangui. Police forces intervened and restored order. [size=no report]",0,1554749632,CAF
5119555,180,DRC14055,14055,"01 April 2019",2019,1,Riots,"Mob violence","Rioters (Democratic Republic of Congo)","Vigilante Group (Democratic Republic of Congo)",5,"Civilians (Democratic Republic of Congo)",,7,57,"Middle Africa","Democratic Republic of Congo",Haut-Katanga,Pweto,Pweto,Pweto,-8.4716,28.8966,2,"Radio Okapi",National,"01 April 2019. After an attack on Moero, Pweto (no coordinates available) the night before, angry locals assaulted the chief and his wife. The mob also burned the chief's home. [size=no report]",0,1554749632,COD
5119596,384,CDI1843,1843,"01 April 2019",2019,1,Riots,"Mob violence","Rioters (Ivory Coast)","Yacouba Ethnic Group (Ivory Coast)",5,"Rioters (Ivory Coast)","Malinke Ethnic Group (Ivory Coast)",5,55,"Western Africa","Ivory Coast",Tonkpi,Zouan-Hounien,Zouan-Hounien,"Bin Houye",6.7824,-8.3131,1,"Agence de Presse Africaine",Regional,"On April 1, in Bin Houye, following the death of a young Yacouba by a Malinke after a car accident, a group of Yacouba seeking revenge clashed with members of the Malinke group and looted houses and shops. A number of people were injured. [size=no report]",0,1554749632,CIV
5119841,566,NIG14320,14320,"01 April 2019",2019,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Lagos,"Lagos Island",,Lagos,6.4531,3.3958,1,"Vanguard (Nigeria)",National,"01 April. A suspected mob threw petrol at officials of the Joint Admissions and Matriculation Board at the Lagos State Polytechnic and attempt to burn them alive. [size=no report]",0,1554749634,NGA
